doy,temp_max_clim,temp_min_clim,dtr_clim,dtr_clearsky,et0_clim,p_wet_clim,amount_clim,outflow_clim
213,35.85326570342902,27.170269847922828,8.682995855506203,12.707441884330976,,0.00037571729419754243,0.3830944653991639,122959.72169114504
214,35.8671338587823,27.185136516120263,8.681997342662052,12.706443371486824,,0.0004408848159187517,0.41655013201553803,122283.99614017823
215,35.879886010142435,27.197875524539462,8.682010485602989,12.70645651442776,,0.0005008993233605388,0.45203293816867485,121662.52258121797
216,35.891495878683294,27.208502904971752,8.68299297371155,12.707439002536322,,0.000555444880512089,0.48945731778017987,121097.00451461495
217,35.901935654993174,27.21703553345141,8.684900121541784,12.709346150366557,,0.0006042700918781237,0.5287371695789381,120589.07119838322
218,35.91117603282901,27.223491055808044,8.687684977020977,12.712131005845746,,0.0006471897730737919,0.5697861072170526,120140.27308981182
219,35.91918624686114,27.22788781214908,8.691298434712069,12.71574446353684,,0.000684086475222119,0.6125177077935825,119752.07753909897
220,35.92593411436882,27.230244760501712,8.695689353867124,12.720135382691897,,0.000714911857582521,0.6568457580900194,119425.86474667578
221,35.93138608083697,27.230581399846162,8.700804680990828,12.725250709815597,,0.0007396879031811784,0.7026844978294738,119162.92399509872
222,35.935507269395956,27.228917692773784,8.706589576622182,12.731035605446953,,0.0007585079725748074,0.7499488592813505,118964.45016556482
223,35.93826153403741,27.225273988004744,8.712987546032675,12.737433574857446,,0.0007715376912533108,0.7985547025450834,118831.54054826064
224,35.93961151653033,27.21967094300047,8.719940573529868,12.74438660235464,,0.000779015666575917,0.8484190458599867,118765.19195487961
225,35.93951870695283,27.212129446905934,8.727389260046913,12.751835288871685,,0.0007812540305364643,0.8994602903035522,118766.2981407525
226,35.93794350774678,27.202670544055906,8.735272963690887,12.759718992515658,,0.0007786388050685308,0.9515984382576528,118835.64754311895
227,35.93484530119381,27.191315358277894,8.743529942915934,12.767975971740706,,0.000771630087025247,1.00475530504074,118973.92134114035
228,35.93018252020346,27.17808501822225,8.752097501981222,12.776543530805993,,0.0007607620504037974,1.058854723124527,119181.69184230706
229,35.92391272229579,27.16300058394722,8.760912138348582,12.785358167173353,,0.0007466427638290959,1.1138227383755985,119459.42119893958
230,35.91599266665351,27.146082974983127,8.769909691670394,12.794355720495165,,0.0007299538217623198,1.1695877977857834,119807.46045751474
231,35.90637839411076,27.127352900095925,8.779025494014844,12.803471522839613,,0.0007114497883585896,1.2260809281800735,120226.04894257858
232,35.895025309938795,27.10683078896562,8.788194520973184,12.812640549797955,,0.0006919574533618793,1.2832359054171516,120715.31397603099
233,35.88188826928157,27.084536725989608,8.79735154329197,12.82179757211674,,0.0006723748998937566,1.340989413625132,121275.27093159122
234,35.86692166508773,27.060490386415285,8.80643127867246,12.83087730749723,,0.0006536703844634978,1.3992811940440173,121905.82362327873
235,35.850079518379104,27.034710974999584,8.815368543379536,12.839814572204308,,0.0006368810300000742,1.4580541830763134,122606.7650257732
236,35.83131557068974,27.007217167386194,8.82409840330355,12.848544432128321,,0.0006231113331808674,1.517254639178282,123377.77832355615
237,35.810583378503765,26.97802705438343,8.832556324120352,12.857002352945123,,0.0006135314878049566,1.576832258256407,124218.43828478162
238,35.78783640951539,26.947158089317792,8.840678320197611,12.865124349022382,,0.0006093755264297632,1.6367402772665105,125128.21295488355
239,35.763028140528675,26.91462703862946,8.848401101899228,12.872847130723999,,0.0006119392829591862,1.6969355657468062,126106.46566400329
240,35.736112156810975,26.880449935866892,8.855662220944096,12.880108249768867,,0.0006225781793345805,1.7573787050504939,127152.4573414097
241,35.70704225270915,26.84464203922819,8.862400213480967,12.88684624230574,,0.000642704839939421,1.8180340550787906,128265.34912920083
242,35.67577253333414,26.807217792786833,8.868554740547319,12.893000769372092,,0.0006737865377795527,1.8788698083506437,129444.20528670648
243,35.642257517116064,26.768190791528877,8.874066725587191,12.898512754411964,,0.0007173424769464191,1.9398580312817189,130687.99637617596
244,35.60645223902912,26.72757375031825,8.878878488710876,12.903324517535648,,0.0007749409163042009,2.000974692581287,131995.60271951722
245,35.568312354283044,26.68537847689521,8.882933877387845,12.907379906212617,,0.0008481961397681925,2.062199678712574,133365.81811507617
246,35.527794242275796,26.641615849001983,8.886178393273825,12.910624422098595,,0.0009387652789544926,2.123516796398575,134797.35380268827
247,35.48485511060056,26.596295795717623,8.888559314882954,12.913005343707725,,0.001048344994382406,2.184913762192319,136288.84266452288
248,35.43945309889911,26.5494272830723,8.89002581582682,12.914471844651592,,0.0011786680217991743,2.246382179167093,137838.8436485526
249,35.391547382352535,26.501018303998844,8.890529078353707,12.914975107178478,,0.0013314995905693225,2.307917500818808,139445.846400843
250,35.34109827460069,26.451075872667253,8.890022401933443,12.914468430758214,,0.0015086337214287524,2.3695189823087683,141108.27609224798
