date,season_sin,season_cos,solar_declination_rad,daylength_hrs,rbf_spring_equinox,rbf_summer_solstice,rbf_autumn_equinox,rbf_winter_solstice,temp_mean_C,temp_max_C,temp_min_C,humidity_pct,wind_speed_ms,rainfall_mm,radiation_MJm2,vpd_kPa,et0_mm,rainfall_7d_mm,rainfall_14d_mm,rainfall_21d_mm,rainfall_30d_mm,rainfall_45d_mm,et0_7d_mm,et0_14d_mm,moisture_balance_7d_mm,moisture_balance_14d_mm,precip_intensity_mm_hr,volume_change_lag1_Mm3,volume_change_lag2_Mm3,inflow_obstacle_m3,outflow_baptism_m3,net_inflow_m3,inflow_lag1_m3,inflow_lag2_m3,net_inflow_lag1_m3,net_inflow_lag2_m3,net_inflow_7d_ma_m3,level_m,volume_Mm3,level_change_m,volume_change_Mm3,volume_change_2d_Mm3,volume_change_3d_Mm3
2013-05-01,0.872404056805,-0.488785394289,0.261263354274,13.3239884979,0.0831734052625,0.0213255013523,7.27521341403e-14,9.42611991149e-12,27.4479166667,33.8,22.4,50.1736111111,2.96527777778,0,20.828,1.82370036892,6.12604086328,0.1,34.9,52.3,56.0333333333,57.8666666667,47.1287767638,70.7273197191,-47.0287767638,-35.8273197191,0,0,0,1407913.2,292239.36,1115673.84,1424322.03,1440925.16,1128305.77,1138056.3,1272277.00571,-209.86,4170.10417316,0,0,0,0
2013-05-02,0.863867098784,-0.503719798736,0.266641315685,13.3528635059,0.0735628107695,0.0247622514188,1.10905647811e-13,6.3879231359e-12,27.5194444444,32.8,24.2,50.7638888889,2.64097222222,0,22.707,1.80964592935,6.13435551256,0.1,34.6666666667,52.3,56.0333333333,57.8666666667,47.3546724244,73.7571637843,-47.2546724244,-39.0904971176,0,0,0,1361952.45,288610.2,1073342.25,1407913.2,1424322.03,1115673.84,1128305.77,1206287.68714,-209.86,4170.10417316,0,0,0,0
2013-05-03,0.85507450859,-0.518505144391,0.271940265521,13.3814165742,0.064870490131,0.028667910484,1.68568576879e-13,4.31619875772e-12,27.0430555556,34.1,22.7,56.4444444444,2.49166666667,0,24.108,1.55683059771,6.18485915647,0.1,33.3,52.3,56.0333333333,57.8666666667,46.1338449788,76.0507844969,-46.0338449788,-42.7507844969,0,0,0,1326350.25,285641.01,1040709.24,1361952.45,1407913.2,1073342.25,1115673.84,1155833.77857,-209.86,4170.10417316,0,0,0,0
2013-05-04,0.846028888092,-0.533137056032,0.277158633587,13.4096371741,0.0570362646846,0.0330915403101,2.55455119028e-13,2.90775774495e-12,27.0548611111,33.8,22.4,48.4236111111,2.86319444444,0,25.315,1.84480052501,6.7504120286,0.1,4.9,52.3,54.0666666667,57.8666666667,45.3890910607,81.5488390284,-45.2890910607,-76.6488390284,0,0,0,1339728.45,282473.64,1057254.81,1326350.25,1361952.45,1040709.24,1073342.25,1115130.57286,-209.86,4170.10417316,0,0,0,0
2013-05-05,0.836732914034,-0.54761120384,0.282294873568,13.4375146598,0.05,0.0380849121209,3.85982514918e-13,1.953125e-12,25.4604166667,31.8,22.4,50.5277777778,3.49791666667,0,26.066,1.61066683711,7.01723080946,0.1,3.55,52.3,52.3,57.8666666667,45.5266971404,86.333841215,-45.4266971404,-82.783841215,0,0,0,1348444.47,277970.22,1070474.25,1339728.45,1326350.25,1057254.81,1040709.24,1089116.63714,-209.87,4168.43742857,-0.00999999999999,-1.66674458873,-1.66674458873,-1.66674458873
2013-05-06,0.827189337246,-0.561923304683,0.287347463485,13.465038275,0.0437022668985,0.0437022668985,5.81481209645e-13,1.30802754303e-12,24.2951388889,29.4,21,71.4236111111,3.14027777778,0,24.174,0.867918490899,5.34762577777,0,0.1,52.3,52.3,57.8666666667,44.1190068129,88.6043322496,-44.1190068129,-88.5043322496,0,-1.66674458873,0,1239694.65,275763.6,963931.05,1348444.47,1339728.45,1070474.25,1057254.81,1064241.60143,-209.875,4167.60416667,-0.005,-0.833261904772,-2.5000064935,-2.5000064935
2013-05-07,0.817400981825,-0.57606912338,0.292314906148,13.4921971607,0.0380849121209,0.05,8.73411228861e-13,8.73411228861e-13,25.5131944444,32,21.8,69.3541666667,2.29236111111,0,23.249,1.00086610632,5.3711961508,0,0.1,52.1,52.3,56.6666666667,42.9317202989,89.3549981678,-42.9317202989,-89.2549981678,0,-0.833261904772,-1.66674458873,1230522.35,272077.65,958444.7,1239694.65,1348444.47,963931.05,1070474.25,1039975.73429,-209.88,4166.77097835,-0.005,-0.833188311677,-1.66645021645,-3.33319480518
2013-05-08,0.807370744302,-0.590044473955,0.297195729595,13.5189803632,0.0330915403101,0.0570362646846,1.30802754303e-12,5.81481209645e-13,25.5340277778,31.9,21.2,64.9236111111,2.89375,0,24.51,1.14698097269,5.85655979682,0,0.1,34.9,52.3,56.1,42.6622392325,89.7910159962,-42.6622392325,-89.6910159962,0,-0.833188311677,-0.833261904772,1248466.82,272038.5,976428.32,1230522.35,1239694.65,958444.7,963931.05,1020083.51714,-209.885,4165.93786364,-0.005,-0.833114718625,-1.6663030303,-2.49956493507
2013-05-09,0.797101592787,-0.603845220877,0.301988487534,13.5453768427,0.028667910484,0.064870490131,1.953125e-12,3.85982514918e-13,25.4645833333,31.9,22.6,66.4375,3.37361111111,0,19.341,1.09296438183,5.51390975006,0,0.1,34.6666666667,52.3,56.1,42.04179347,89.3964658943,-42.04179347,-89.2964658943,0,-0.833114718625,-0.833188311677,1231385.45,275219.15,956166.3,1248466.82,1230522.35,976428.32,958444.7,1003344.09571,-209.885,4165.93786364,0,0,-0.833114718625,-1.6663030303
2013-05-10,0.786596566087,-0.617467280284,0.306691759766,13.5713754833,0.0247622514188,0.0735628107695,2.90775774495e-12,2.55455119028e-13,25.7041666667,32.3,21.8,65.2986111111,2.8875,0,24.773,1.14622214823,5.99749527147,0,0.1,33.3,52.3,56.1,41.854429585,87.9882745637,-41.854429585,-87.8882745637,0,0,-0.833114718625,1236752.16,273219.44,963532.72,1231385.45,1248466.82,956166.3,976428.32,992318.878571,-209.89,4165.10482251,-0.005,-0.83304112553,-0.83304112553,-1.66615584416
2013-05-11,0.775858772807,-0.630906621188,0.311304152611,13.5969651025,0.0213255013523,0.0831734052625,4.31619875772e-12,1.68568576879e-13,24.75625,27.4,21.9,63.3541666667,4.49166666667,0.0333333333333,25.067,1.14411029765,5.82835420607,0.0333333333333,0.133333333333,4.93333333333,52.3333333333,56.0666666667,40.9323717624,86.3214628231,-40.8990384291,-86.1881294898,0.0333333333333,-0.83304112553,0,1273045.62,268518.6,1004527.02,1236752.16,1231385.45,963532.72,956166.3,984786.337143,-209.895,4164.27185498,-0.00500000000002,-0.832967532479,-1.66600865801,-1.66600865801
2013-05-12,0.764891390434,-0.644159266672,0.315824299317,13.6221344628,0.0183114781596,0.0937617452232,6.3879231359e-12,1.10905647811e-13,23.0736111111,27.2,20.1,61.3125,4.1625,0,21.317,1.09174981264,5.44532007352,0.0333333333333,0.133333333333,3.58333333333,52.3333333333,56.0666666667,39.3604610265,84.8871581669,-39.3271276932,-84.7538248335,0,-0.832967532479,-0.83304112553,1257298.95,269609.45,987689.5,1273045.62,1236752.16,1004527.02,963532.72,972959.944286,-209.9,4163.43896104,-0.005,-0.832893939398,-1.66586147188,-2.49890259741
2013-05-13,0.753697664393,-0.657221295066,0.320250860467,13.6468722823,0.0156769866579,0.105385755762,9.42611991149e-12,7.27521341403e-14,23.7340277778,28.6,20.3,62.4930555556,2.44861111111,1.33333333333,18.834,1.10143344332,4.63422719141,1.36666666667,1.36666666667,1.46666666667,53.6666666667,57.4,38.6470624401,82.766069253,-37.2803957735,-81.3994025863,0.6,-0.832893939398,-0.832967532479,1221717.57,272636.24,949081.33,1257298.95,1273045.62,987689.5,1004527.02,970838.555714,-209.905,4162.60614069,-0.005,-0.832820346317,-1.66571428571,-2.49868181819
2013-05-14,0.742280907087,-0.670088841106,0.324582524376,13.6711672479,0.0133818699905,0.118100892165,1.38682375068e-11,4.75831122545e-14,23.7215277778,27.7,20.6,60.4097222222,4.56458333333,0,23.89,1.16173908787,5.96235162865,1.36666666667,1.36666666667,1.46666666667,53.6666666667,57.4,39.238217918,82.1699382169,-37.8715512513,-80.8032715503,0,-0.832820346317,-0.832893939398,1208452.23,268102.53,940349.7,1221717.57,1257298.95,949081.33,987689.5,968253.555714,-209.91,4161.77339394,-0.005,-0.832746753251,-1.66556709957,-2.49846103897
2013-05-15,0.730644496918,-0.682758097076,0.328818007477,13.6950080271,0.0113890121394,0.1319591394,2.03434503537e-11,3.10295146998e-14,21.4159722222,25.5,17.6,67.4097222222,3.21527777778,13.3,15.035,0.831464186615,3.84131930373,14.6666666667,14.6666666667,14.7666666667,66.9666666667,70.7,37.2229774249,79.8852166574,-22.5563107583,-65.2185499907,7.7,-0.832746753251,-0.832820346317,1289619.72,273591.86,1016027.86,1208452.23,1221717.57,940349.7,949081.33,973910.632857,-209.895,4164.27185498,0.015,2.49846103897,1.66571428571,0.832893939398
2013-05-16,0.718791877288,-0.695225313941,0.332956054707,13.7183832822,0.00966429854661,0.147007943673,2.97538375944e-11,2.01749354695e-14,23.2131944444,27.2,20,65.1875,4.28333333333,0,25.823,0.990718340383,5.75897759307,14.6666666667,14.6666666667,14.7666666667,66.7666666667,70.7,37.4680452679,79.5098387379,-22.8013786013,-64.8431720712,0,2.49846103897,-0.832746753251,1310567.27,273902.31,1036664.96,1289619.72,1208452.23,1016027.86,940349.7,985410.441429,-209.895,4164.27185498,0,0,2.49846103897,1.66571428571
2013-05-17,0.706726555578,-0.70748680245,0.336995439871,13.7412816835,0.00817654161395,0.163289087883,4.33886757143e-11,1.30786933556e-14,23.6819444444,29.5,20,66.4652777778,2.79097222222,0,22.88,0.981704037542,5.28277740178,14.6666666667,14.6666666667,14.7666666667,49.5666666667,70.7,36.7533273982,78.6077569832,-22.0866607316,-63.9410903165,0,0,2.49846103897,1213209.59,281167.25,932042.34,1310567.27,1289619.72,1036664.96,1016027.86,980911.815714,-209.9,4163.43896104,-0.005,-0.832893939398,-0.832893939398,1.66556709957
2013-05-18,0.694452102109,-0.719538934233,0.340934966014,13.7636919249,0.00689737752127,0.180837525438,6.30848150278e-11,8.45340336873e-15,25.5986111111,31.6,21.3,63.4513888889,2.43333333333,0,22.814,1.19970846501,5.46090269225,14.6333333333,14.6666666667,14.7666666667,49.3333333333,70.7,36.3858758844,77.3182476469,-21.7525425511,-62.6515809802,0,-0.832893939398,0,1240006.55,275344.52,964662.03,1213209.59,1310567.27,932042.34,1036664.96,975216.817143,-209.905,4162.60614069,-0.005,-0.832820346317,-1.66571428571,-1.66571428571
2013-05-19,0.68197214909,-0.731378142868,0.344773465768,13.7856027381,0.00580114038538,0.199680189479,9.14509676333e-11,5.44770848628e-15,26.2409722222,31.8,22.7,58.6527777778,2.61527777778,0,22.375,1.40978357599,5.73208793124,14.6333333333,14.6666666667,14.7666666667,47.9666666667,68.7333333333,36.6726437421,76.0331047686,-22.0393104088,-61.366438102,0,-0.832820346317,-0.832893939398,1169459.61,300551.4,868908.21,1240006.55,1213209.59,964662.03,932042.34,958248.061429,-209.915,4160.94072078,-0.00999999999999,-1.66541991341,-2.49824025972,-3.33113419912
2013-05-20,0.669290389541,-0.743000924944,0.348509801704,13.8070029088,0.00486471929394,0.219834797022,1.3218032283e-10,3.5003474826e-15,25.6166666667,30.1,22.7,58.4722222222,4.79444444444,0,27.086,1.36460971189,7.0390638319,13.3,14.6666666667,14.6666666667,19.5666666667,66.9666666667,39.0774803826,77.7245428228,-25.7774803826,-63.0578761561,0,-1.66541991341,-0.832820346317,1137443.76,308486.88,828956.88,1169459.61,1240006.55,868908.21,964662.03,941087.425714,-209.92,4160.10812121,-0.005,-0.832599567118,-2.49801948052,-3.33083982684
2013-05-21,0.656410576198,-0.754403841093,0.352142866664,13.8278812926,0.00406740321638,0.241308669734,1.90484807564e-10,2.24245373035e-15,25.5104166667,30.9,22,65.6527777778,3.45555555556,0,26.339,1.12156536279,6.22403231584,13.3,14.6666666667,14.6666666667,18.2166666667,66.9666666667,39.3391610698,78.5773789878,-26.0391610698,-63.9107123212,0,-0.832599567118,-1.66541991341,1117668.71,303027.17,814641.54,1137443.76,1169459.61,828956.88,868908.21,923129.117143,-209.925,4159.27559524,-0.00500000000002,-0.832525974023,-1.66512554114,-3.33054545455
2013-05-22,0.643336520404,-0.765583517008,0.355671584093,13.8482268317,0.00339071823641,0.264097595025,2.73696290232e-10,1.43235561343e-15,26.4479166667,32.2,22,59.0138888889,2.49097222222,0,28.108,1.41462648788,6.4175156561,0,14.6666666667,14.6666666667,14.7666666667,66.9666666667,41.9153574222,79.1383348471,-41.9153574222,-64.4716681804,0,-0.832525974023,-0.832599567118,1102714.16,300939.57,801774.59,1117668.71,1137443.76,814641.54,828956.88,892521.507143,-209.93,4158.44314286,-0.005,-0.832452380957,-1.66497835498,-2.4975779221
2013-05-23,0.630072090984,-0.776536644443,0.359094908355,13.8680285719,0.0028182609852,0.288184752654,3.92096088957e-10,9.12206684016e-16,27.6902777778,34.3,22.4,56.1666666667,2.03402777778,0,27.599,1.6272232871,6.42036171955,0,14.6666666667,14.6666666667,14.7666666667,66.9666666667,42.5767415487,80.0447868166,-42.5767415487,-65.3781201499,0,-0.832452380957,-0.832525974023,1050819.77,297031.55,753788.22,1102714.16,1117668.71,801774.59,814641.54,852110.544286,-209.935,4157.61076407,-0.005,-0.832378787862,-1.66483116882,-2.49735714284
2013-05-24,0.616621213096,-0.787259982192,0.362411825046,13.8872756801,0.00233553159638,0.313539733158,5.60055597216e-10,5.7922950759e-16,28.6805555556,36,24.1,52.9861111111,2.90902777778,0,25.317,1.84873751157,7.09513119315,0,14.6666666667,14.6666666667,14.7666666667,66.9666666667,44.38909534,81.1424227383,-44.38909534,-66.4757560716,0,-0.832378787862,-0.832452380957,989802.68,293775.98,696026.7,1050819.77,1102714.16,753788.22,801774.59,818394.024286,-209.935,4157.61076407,0,0,-0.832378787862,-1.66483116882
2013-05-25,0.602987867069,-0.797750357046,0.365621351292,13.9059574617,0.00192976896497,0.340117674943,7.97599376177e-10,3.66710324872e-16,26.6951388889,30.5,23.4,62.5833333333,5.48958333333,0,23.77,1.31035684975,6.57619613363,0,14.6333333333,14.6666666667,14.7666666667,66.9666666667,45.5043887814,81.8902646658,-45.5043887814,-67.2569313325,0,0,-0.832378787862,1028145.96,288584.15,739561.81,989802.68,1050819.77,696026.7,753788.22,786236.85,-209.945,4155.94622727,-0.00999999999999,-1.66453679654,-1.66453679654,-2.4969155844
2013-05-26,0.589176087232,-0.808004664735,0.368722536041,13.9240633788,0.00158979058407,0.367858546772,1.13253987401e-09,2.3147848425e-16,24.3138888889,27.8,21.5,61.4444444444,5.41736111111,0,26.164,1.17232002402,6.46003754817,0,14.6333333333,14.6666666667,14.7666666667,66.9666666667,46.2323383983,82.9049821405,-46.2323383983,-68.2716488071,0,-1.66453679654,0,1017280.13,290861.33,726418.8,1028145.96,989802.68,739561.81,696026.7,765881.22,-209.955,4154.28198485,-0.01,-1.66424242425,-3.32877922078,-3.32877922078
2013-05-27,0.575189960712,-0.818019870844,0.371714460345,13.9415830681,0.00130583876021,0.396686601706,1.60338283264e-09,1.45684435004e-16,25.0298611111,30.6,22.1,64.9652777778,5.26041666667,0,26.61,1.11179768132,6.93493611772,0,13.3,14.6666666667,14.7666666667,66.9666666667,46.1282106842,85.2056910668,-46.1282106842,-71.9056910668,0,-1.66424242425,-1.66453679654,1019878.68,291807.36,728071.32,1017280.13,1028145.96,726418.8,739561.81,751468.997143,-209.96,4153.44997403,-0.005,-0.832010822502,-2.49625324675,-4.16079004329
2013-05-28,0.561033626228,-0.827793011713,0.374596237631,13.9585063597,0.00106943457855,0.426510027045,2.26326803263e-09,9.141778834e-17,25.6465277778,30.4,22.3,60.4236111111,4.48472222222,0,27.935,1.30279084467,6.94521416558,0,13.3,14.6666666667,14.7666666667,66.9666666667,46.8493925339,86.1885536037,-46.8493925339,-72.8885536037,0,-0.832010822502,-1.66424242425,911721.57,287162.37,624559.2,1019878.68,1017280.13,728071.32,726418.8,724314.377143,-209.965,4152.6180368,-0.005,-0.83193722945,-1.66394805195,-3.3281904762
2013-05-29,0.546711272869,-0.837321195312,0.377367013968,13.974823295,0.00087324060389,0.457220812689,3.18529589126e-09,5.71956893355e-17,25.8555555556,30.4,21.1,56.6736111111,1.89583333333,0,26.086,1.44400105715,5.65654351229,0,0,14.6666666667,14.6666666667,66.9666666667,46.0884203901,88.0037778123,-46.0884203901,-88.0037778123,0,-0.83193722945,-0.832010822502,924825.83,290229.75,634596.08,911721.57,1019878.68,624559.2,728071.32,700431.732857,-209.975,4150.95438312,-0.00999999999999,-1.66365367966,-2.49559090911,-3.32760173161
2013-05-30,0.532227138847,-0.846601602098,0.380025968315,13.9905241457,0.000710932965204,0.488694857426,4.46970237467e-09,3.56788558539e-17,27.6784722222,34.7,24.8,58.1458333333,3.90763888889,0,24.743,1.55268054593,7.42944558287,0,0,14.6666666667,14.6666666667,66.9666666667,47.0975042534,89.6742458021,-47.0975042534,-89.6742458021,0,-1.66365367966,-0.83193722945,907465.43,294315.3,613150.13,924825.83,911721.57,634596.08,624559.2,680340.577143,-209.98,4150.12266667,-0.005,-0.831716450208,-2.49537012987,-3.32730735932
2013-05-31,0.517585510253,-0.855631485849,0.382572312766,14.0055994316,0.000577083179252,0.520792329056,6.25349003183e-09,2.21908312861e-17,26.6633093525,32.5,23.3,66.0647482014,3.11294964029,0,26.12,1.18621281557,6.3716011904,0,0,14.6666666667,14.6666666667,66.7666666667,46.3739742507,90.7630695907,-46.3739742507,-90.7630695907,0,-0.831716450208,-1.66365367966,941952.98,290259.09,651693.89,907465.43,924825.83,613150.13,634596.08,674007.318571,-209.985,4149.29102381,-0.00500000000002,-0.831642857156,-1.66335930736,-3.32701298702
2013-06-01,0.502790719779,-0.864408174478,0.385005292783,14.0200399395,0.000467049822216,0.553358290004,8.72331088493e-09,1.37610399668e-17,27.3236111111,32.8,23.7,54.75,3.85347222222,0,28.122,1.64420027631,7.45339608542,0,0,14.6333333333,14.6666666667,49.5666666667,47.2511742025,92.7555629839,-47.2511742025,-92.7555629839,0,-0.831642857156,-0.831716450208,1017841.37,291945.6,725895.77,941952.98,907465.43,651693.89,613150.13,672055.027143,-209.99,4148.45945455,-0.005,-0.831569264061,-1.66321212122,-2.49492857142
2013-06-02,0.487847145442,-0.872929070821,0.387324187424,14.0338367411,0.000376879954303,0.58622359522,1.21326388667e-08,8.50832308522e-18,27.5756944444,33.5,22.6,57.4375,1.84652777778,0,26.992,1.5695106337,6.1414391772,0,0,14.6333333333,14.6666666667,49.3333333333,46.9325758315,93.1649142298,-46.9325758315,-93.1649142298,0,-0.831569264061,-0.831642857156,946609.35,291945.6,654663.75,1017841.37,941952.98,725895.77,651693.89,661804.305714,-210,4146.7965368,-0.00999999999999,-1.66291774892,-2.49448701298,-3.32612987014
2013-06-03,0.472759209286,-0.881191653407,0.389528309548,14.0469812112,0.000303220038217,0.619206063817,1.68245796865e-08,5.24507523167e-18,27.7493055556,33,24.1,62.6527777778,5.30625,0,26.135,1.39122303816,7.37792783692,0,0,13.3,14.6666666667,47.9666666667,47.3755675507,93.5037782349,-47.3755675507,-93.5037782349,0,-1.66291774892,-0.831569264061,865617.38,286011.27,579606.11,946609.35,1017841.37,654663.75,725895.77,640594.99,-210.005,4145.96518831,-0.005,-0.831348484833,-2.49426623376,-3.32583549782
2013-06-04,0.457531376074,-0.889193477207,0.391617006028,14.059465045,0.000243235964697,0.652111920166,2.32620619596e-08,3.22384759552e-18,25.4875,29.4,22.8,60.9583333333,5.37222222222,0,27.831,1.27312409621,7.05514841871,0,0,13.3,14.6666666667,19.5666666667,47.4855018038,94.3348943377,-47.4855018038,-94.3348943377,0,-0.831348484833,-1.66291774892,820584.9,273857.27,546727.63,865617.38,946609.35,579606.11,654663.75,629476.194286,-210.01,4145.13391342,-0.005,-0.831274891782,-1.66262337661,-3.32554112554
2013-06-05,0.442168151967,-0.896932174351,0.393589657937,14.0712802755,0.000194541703122,0.684737494185,3.20676566528e-08,1.97566049474e-18,25.50625,29.2,22.1,61.0763888889,5.12638888889,0,28.769,1.2706873984,6.90661210691,0,0,0,14.6666666667,18.2166666667,48.7355703984,94.8239907885,-48.7355703984,-94.8239907885,0,-0.831274891782,-0.831348484833,822189,271532.07,550656.93,820584.9,865617.38,546727.63,579606.11,617484.887143,-210.015,4144.30271212,-0.005,-0.831201298701,-1.66247619048,-2.49382467532
2013-06-06,0.42667408319,-0.904405454834,0.395445680736,14.0824192907,0.00015513602858,0.716871164437,4.407590861e-08,1.20716090216e-18,25.6034722222,31,21.8,63.3125,3.76319444444,0,27.77,1.20461465146,6.62470898058,0,0,0,14.6666666667,14.7666666667,47.9308337961,95.0283380496,-47.9308337961,-95.0283380496,0,-0.831201298701,-0.831274891782,762912,269784.9,493127.1,822189,820584.9,550656.93,546727.63,600338.74,-210.02,4143.47158442,-0.00500000000002,-0.831127705635,-1.66232900434,-2.49360389612
2013-06-07,0.411053754687,-0.911611107193,0.397184524445,14.0928748495,0.000123346734804,0.748295521659,6.04018659163e-08,7.35415938861e-19,26.1381944444,30.6,22.9,56.7222222222,4.31875,0,27.925,1.46668302875,7.13786273286,0,0,0,14.6666666667,14.7666666667,48.6970953386,95.0710695893,-48.6970953386,-95.0710695893,0,-0.831127705635,-0.831201298701,712092,269231.85,442860.15,762912,822189,493127.1,550656.93,570505.348571,-210.025,4142.6405303,-0.005,-0.831054112554,-1.66218181819,-2.49338311689
2013-06-08,0.395311788765,-0.918546999159,0.398805673808,14.1026400974,9.77817211796e-05,0.778789724475,8.25304984454e-08,4.46699994964e-19,26.4965277778,31.2,22.7,59.4166666667,1.61875,0,24.484,1.4047411512,5.42757693936,0,0,0,14.6666666667,14.7666666667,46.6712761925,93.922450395,-46.6712761925,-93.922450395,0,-0.831054112554,-0.831127705635,756894,269353.35,487540.65,712092,762912,442860.15,493127.1,536454.617143,-210.035,4140.97864286,-0.00999999999999,-1.66188744588,-2.49294155843,-3.32406926407
2013-06-09,0.379452843725,-0.925211078289,0.400308648443,14.1117085821,7.7286337967e-05,0.80813201366,1.12432951945e-07,2.70529038542e-19,27.4493055556,29.4,25,61.9513888889,5.81388888889,0,23.239,1.39273390563,6.46605373208,0,0,0,14.6666666667,14.7666666667,46.9958907474,93.9284665789,-46.9958907474,-93.9284665789,0,-1.66188744588,-0.831054112554,752100.38,292700.93,459399.45,756894,712092,487540.65,442860.15,508559.717143,-210.045,4139.31704978,-0.00999999999999,-1.6615930736,-3.32348051948,-4.15453463203
2013-06-10,0.363481612483,-0.931601372577,0.401693002986,14.1200742674,6.09063836858e-05,0.836102346429,1.52717142946e-07,1.63352905158e-19,26.2958333333,30.7,24,65.7222222222,5.20416666667,0,27.036,1.17253100867,6.98596256604,0,0,0,14.6333333333,14.7666666667,46.6039254765,93.9794930272,-46.6039254765,-93.9794930272,0,-1.6615930736,-1.66188744588,723971.43,282006.09,441965.34,752100.38,756894,459399.45,487540.65,488896.75,-210.05,4138.48636364,-0.00500000000002,-0.830686147179,-2.49227922078,-4.15416666666
2013-06-11,0.347402821184,-0.93771599103,0.402958327222,14.1277315471,4.78561691193e-05,0.862485108076,2.06822126938e-07,9.83455850564e-20,26.2631944444,31.4,22.8,63.3680555556,4.32569444444,0,27.871,1.25064915918,6.94041098428,0,0,0,14.6333333333,14.7666666667,46.4891880421,93.9746898459,-46.4891880421,-93.9746898459,0,-0.830686147179,-1.6615930736,709771.35,273937.68,435833.67,723971.43,752100.38,441965.34,459399.45,473054.755714,-210.055,4137.65575108,-0.005,-0.830612554113,-1.66129870129,-3.32289177489
2013-06-12,0.331221227802,-0.943553124235,0.40410424621,14.1346752578,3.7491091023e-05,0.887071854993,2.79268042952e-07,5.90334148352e-20,27.6881944444,34,23.3,50.8055555556,2.75138888889,0,28.252,1.8260215891,7.15311970321,0,0,0,13.3,14.7666666667,46.7356956384,95.4712660368,-46.7356956384,-95.4712660368,0,-0.830612554113,-0.830686147179,692024.99,275177.34,416847.65,709771.35,723971.43,435833.67,441965.34,453939.144286,-210.06,4136.82521212,-0.005,-0.830538961032,-1.66115151515,-2.49183766232
2013-06-13,0.314941620729,-0.94911104489,0.405130420389,14.1409006903,2.92841929398e-05,0.909664040788,3.75976339466e-07,3.53310037557e-20,26.9222222222,30.7,24.6,60.6597222222,5.07847222222,0,27.532,1.39622729029,7.28565996712,0,0,0,13.3,14.6666666667,47.396646625,95.3274804211,-47.396646625,-95.3274804211,0,-0.830538961032,-0.830612554113,672138.51,278554.28,393584.23,692024.99,709771.35,416847.65,435833.67,439718.734286,-210.065,4135.99474675,-0.005,-0.830465367981,-1.66100432901,-2.49161688313
2013-06-14,0.298568817364,-0.954388108318,0.40603654568,14.1464036013,2.2806228551e-05,0.930075675956,5.04678520223e-07,2.10828383038e-20,26.4909722222,30.3,23.3,62.3055555556,5.73819444444,0,27.455,1.30431906915,7.11057380217,0,0,0,0,14.6666666667,47.3693576943,96.0664530329,-47.3693576943,-96.0664530329,0,-0.830465367981,-0.830538961032,648487.68,279441.5,369046.18,672138.51,692024.99,393584.23,416847.65,429173.881429,-210.07,4135.16435498,-0.005,-0.830391774885,-1.66085714287,-2.4913961039
2013-06-15,0.282107662682,-0.959382752949,0.40682235358,14.1511802226,1.7708783035e-05,0.94813587149,6.75435929235e-07,1.25434560368e-20,26.2090277778,29.7,23.6,61.1041666667,5.54444444444,0,27.255,1.32370279734,7.08546139186,0,0,0,0,14.6666666667,49.0272421468,95.6985183393,-49.0272421468,-95.6985183393,0,-0.830391774885,-0.830465367981,682450.61,281121.66,401328.95,648487.68,672138.51,369046.18,393584.23,416857.924286,-210.08,4133.50379221,-0.01,-1.66056277056,-2.49095454544,-3.32141991342
2013-06-16,0.265563027804,-0.964093500789,0.407487611237,14.1552272705,1.37100485901e-05,0.963691217908,9.01298252006e-07,7.44081279546e-21,26.2433566434,29.1,23.2,63.986013986,6.22587412587,0,28.766,1.22811320863,6.95792765822,0,0,0,0,14.6666666667,49.5191160729,96.5150068203,-49.5191160729,-96.5150068203,0,-1.66056277056,-0.830391774885,703969.97,276982.34,426987.63,682450.61,648487.68,401328.95,369046.18,412227.664286,-210.09,4131.84352381,-0.00999999999999,-1.66026839828,-3.32083116884,-4.15122294372
2013-06-17,0.248939808554,-0.968518957851,0.40803212152,14.1585419531,1.05828905109e-05,0.976607953422,1.19913459031e-06,4.40087037112e-21,26.2409722222,29.6,23.3,68.7291666667,5.67569444444,0,27.772,1.06621690338,6.55969009853,0,0,0,0,14.6666666667,49.0928436054,95.6967690819,-49.0928436054,-95.6967690819,0,-1.66026839828,-1.66056277056,667906.05,279205.38,388700.67,703969.97,682450.61,426987.63,401328.95,404618.425714,-210.1,4130.18354978,-0.00999999999999,-1.65997402597,-3.32024242425,-4.98080519481
2013-06-18,0.232242924009,-0.972657814572,0.40845572308,14.1611219773,8.14487913673e-06,0.986773878434,1.59067833123e-06,2.59520582239e-21,27.3826388889,31.7,25,68.875,6.52708333333,0,27.588,1.13486824315,7.34699290265,0,0,0,0,14.6666666667,49.4994255238,95.9886135659,-49.4994255238,-95.9886135659,0,-1.65997402597,-1.66026839828,650926.2,276624,374302.2,667906.05,703969.97,388700.67,426987.63,395828.215714,-210.11,4128.52387013,-0.01,-1.65967965368,-3.31965367965,-4.97992207792
