date,column,original_value,reason,layer
2016-05-23,tzamach_wind_speed_ms_mean,4.911805555555556,"monthly_IQR month=5 [0.15, 4.78]",monthly
2016-12-02,tzamach_wind_speed_ms_mean,5.532638888888889,"monthly_IQR month=12 [-0.77, 4.38]",monthly
2016-12-14,tzamach_wind_speed_ms_mean,4.411111111111111,"monthly_IQR month=12 [-0.77, 4.38]",monthly
2018-10-26,tzamach_wind_speed_ms_mean,4.151388888888889,"monthly_IQR month=10 [0.37, 3.59]",monthly
2018-12-07,tzamach_wind_speed_ms_mean,4.607638888888889,"monthly_IQR month=12 [-0.77, 4.38]",monthly
2019-01-06,tzamach_wind_speed_ms_mean,5.230555555555556,"monthly_IQR month=1 [-1.24, 5.05]",monthly
2019-02-06,tzamach_wind_speed_ms_mean,5.304861111111111,"monthly_IQR month=2 [-0.80, 4.56]",monthly
2019-12-25,tzamach_wind_speed_ms_mean,4.889583333333333,"monthly_IQR month=12 [-0.77, 4.38]",monthly
2019-12-26,tzamach_wind_speed_ms_mean,4.842361111111111,"monthly_IQR month=12 [-0.77, 4.38]",monthly
2022-06-28,tzamach_temperature_C_max,36.8,persistence_4_days_identical,persistence
2022-06-29,tzamach_temperature_C_max,36.8,persistence_4_days_identical,persistence
2022-06-30,tzamach_temperature_C_max,36.8,persistence_4_days_identical,persistence
2022-07-01,tzamach_temperature_C_max,36.8,persistence_4_days_identical,persistence
2019-09-29,tzamach_temperature_max_C_max,34.7,persistence_4_days_identical,persistence
2019-09-30,tzamach_temperature_max_C_max,34.7,persistence_4_days_identical,persistence
2019-10-01,tzamach_temperature_max_C_max,34.7,persistence_4_days_identical,persistence
2019-10-02,tzamach_temperature_max_C_max,34.7,persistence_4_days_identical,persistence
